Username,Twitter Handle,Timestamp,Comments,Retweets,Likes,Text
BarPot • Stock Forecasting & Removing the Noise,@BarPotTM,2023-02-08T14:56:18.000Z,,,," Stock Option Alert 
 
 We Detected a  Strong Price Trend Momentum on  $WPM
 $WPM 2023-03-03 - $46 CALL

 https://barpot.io/chat
 
 https://barpot.io/stock_tw/wpm.html… #WPM #stockmarket #TSLA #amcstock #news"
Colorless Green,@ColorlessGreen8,2023-02-08T14:55:58.000Z,,,,#TSLA
InvexGlobal,@InvexGlobal,2023-02-08T14:48:41.000Z,,,,"$TSLA   Subscribe now: https://linktr.ee/InvexGlobal
#TSLA #InvexGlobal #OptionsTrading #Options #NASDAQ #NYSE #trading #stocks #daytrading #market #investors #USA"
Scott Campbell,@9SCOBELL,2023-02-08T14:48:22.000Z,,,,Welcome back Tesla #TSLA  200
Jacob Jones,@TraderJonesy,2023-02-08T14:48:07.000Z,,,,$TSLA #TSLA broke over $200. Waiting for confirmation of breakout. I’d like at least a 10 min candle. However by that time the move will already be done. If holds $216 is the play. That is where I’ll look to short. That’s the 200 day moving average.
Best Trading Indicator,@bti_trading,2023-02-08T14:47:45.000Z,,,,"$TSLA 5 minutes 

Entry Signal Time: 7/2 15:50
Direction: Long
% move: 2.03%

Best Trading Indicator generates high probability BUY & SELL signals on multiple assets. Get your trial now!

https://best-trading-indicator.com/pages/trial

# #TSLA #stocks #investing #daytrader"
Dustin Palecek Jr,@dustin_palecek,2023-02-08T14:47:43.000Z,,,1,"#TSLA just broke over $200!  
@elonmusk
 @Tesla"
InvestorX,@DailyInvestorX,2023-02-08T14:47:37.000Z,,,,TSLA just broke $200!!!  #tesla #tsla #stock
Sandeep Savant,@SandeepVSavant,2023-02-08T14:47:25.000Z,,,,#TSLA crosses $200 
TESLA BULL,@BestTrader01,2023-02-08T14:46:27.000Z,10,7,79,$TSLA #TSLA = BREAKING $200!
landore1,@landore18,2023-02-08T14:46:24.000Z,,,1,YES #TSLA crossed 200 :)
EYES ON NEWS,@EYESON_NEWS,2023-02-08T14:44:37.000Z,,,,"GOOD MORNING FOLKS~
Slow start to smiles 

√√#MULN 0.42 USD+0.0048 (1.16%)

√√#GNS 6.20 USD+0.040 (0.65%)

√√#AMC 6.02 USD−0.15 (2.43%)

#TSLA 194.55 USD−2.26 (1.15%)

#APE 3.02 USD−0.095 (3.04%)

#GME 20.92 USD−0.32 (1.51%)

#BBBY 2.87 USD−0.14 (4.65%)"
怪童二荒,@knob_lyric,2023-02-08T14:05:15.000Z,,,1,"#日本株　#自民党　#tsla #テスラ　#elon 

ヘッジファンドの債券売り浴びせやら増税やらで日本が朽ちていくなかパナソニックが媚中に傾斜。

もう日本おしまいだ。全財産モナコインにしよう"
Justice,@hedgedogs69,2023-02-08T14:01:14.000Z,,,3,"market maker abusing darkpool
wow not amazing
hold to the end
#BBBY,#amc,#shortsqueeze,#moass,#TSLA,#GME,#NakedShorts,"
Jacob Jones,@TraderJonesy,2023-02-08T13:59:52.000Z,1,,2,$TSLA #TSLA  Here is the book-map levels. $200 and $190 seem to be the brick walls. I expect more consolidation in this zone before either side gives in. Keep a close eye on which ever one we push to! I’ll keep you updated
HAPPY,@HappyJesse,2023-02-08T13:58:33.000Z,1,,6,"I am waiting for Mary of GM to announce “CHATGPT LIKE AI TOOL”

Cause she lead and it matters 

#marylead #GM #tsla"
MiaMarket26,@MMarket26,2023-02-08T13:58:17.000Z,,,,$TSLA #TSLA
Businesblog,@Businesblog5,2023-02-08T13:58:09.000Z,,5,11,Why the Tesla Cybertruck is years behind schedule https://businesblog.com/why-the-tesla-cybertruck-is-years-behind-schedule/… #TSLA  #cybertruck
TespacX-24/7,@TeSpacX_24hr,2023-02-08T13:54:45.000Z,,,,"#tsla $tsla There can be significant delays between “announcing”, “breaking ground”, “opening” and “full production” of a new factory. A lot can happen in between. Don’t believe the competitive FUD. It can make good copy, videos etc."
BGMCrypto,@bgm_fx,2023-02-08T12:57:33.000Z,3,1,4,"TOP 10
#BTC #bsc #BUSD #Crypto #XRP #cryptoart #art #DeFi #Matic #stocks #altcoin #ETH #AVAX #web3 #Tsla #Airdrop #Binance #Cardano #ADA #Twitter #ElonMusk #NFT #BNB #NFTs #Doge #CRO #USA #AI #hodl #DC #USDT #SOL #SHIB #USDC #CHATGPT #FTX #FTT #DOT #SAFEMOON #LINK #EUR #CHZ $META"
BGMCrypto,@bgm_fx,2023-02-08T12:53:23.000Z,3,,4,"#Sandbox ha firmado un acuerdo de asociación con Arabia Saudita
#BTC #bsc #BUSD #Crypto #XRP #art #DeFi #Matic #stocks #altcoin #ETH #AVAX #web3 #Tsla #Airdrop #Binance #Cardano  #Twitter #NFT #BNB #NFTs #Doge #CRO #USA #AI #hodl #USDC #CHATGPT #FTX $META"
James Patrick Kelley II,@JimmyNuggs05,2023-02-08T12:47:58.000Z,,,4,$TSLA #TSLA $AMC #AMC $APE #APE $BBIG #BBIG $TYDE #TYDE $GME #GME $HYMC #HYMC  $BBBY #BBBY $MULN #MULN $GNS #GNS $COSM #COSM $HKD #HKD $MARA #MARA $MMAT #MMAT $ATER #ATER
怪童二荒,@knob_lyric,2023-02-08T12:45:41.000Z,,,1,"#tsla #米国株　#キャシーウッド

テスラは太陽光じゃなくて核融合炉つくる方針なら安心感あるんだがなぁ。

３/１にエネルギーについて何か発表あるみたいだがなんだろな(´·ω·`)"
Barati,@Barati901,2023-02-08T12:44:10.000Z,,,,"$TSLA #TSLA the daily chart looks promising, if we crack $199, we could go a way higher!
Calls above $199
I’m buying Puts if short start shorting heavyat that level 
$TSLA $SPY $QQQ $AAPL"
Francisco Valderas Santos,@FranciscoVST,2023-02-08T12:38:56.000Z,,,1,"#TSLA  #Tesla  #ElonMusk  #MuskGroup  #TeslaEnergy 

Texas : "" 
@Tesla
 #Powerwalls help over 3,700 #homes keep the lights on during TX #winterstorm. """
Setoshi,@Se___toshi,2023-02-08T11:38:31.000Z,,,,#TSLA
Mike Lanari,@UsualTradingDay,2023-02-08T11:27:22.000Z,,,,"#TSLA #Tesla $TSLA #tslaq 
Histoire d'alimenter les ""Bulls"" et de faire réfléchir les ""Bears"".... 
#bourse 
Tesla : 'Master Plan' en vue ! https://boursier.com/actions/actualites/news/tesla-master-plan-en-vue-894273.html… via 
@Boursier_com"
Auto Helpers,@helpers_auto,2023-02-08T11:07:34.000Z,,,,"After Price Cuts Tesla Increased EV Sales In January 2023

More Info Here:
https://autohelpers.net/china-after-price-cuts-tesla-increased-ev-sales-in-january-2023/…

#tesla  #teslanews  #teslaupdate  #news  #tsla"
Ron Leckfor,@1LightwaveTech,2023-02-08T11:03:39.000Z,,,,"#TSLA 
@ElonMuskNewsOrg
 @TeslaBest
 @elonmusk
 @Tesla
 @truth_tesla
 @teslaownersSV
 @teslaeconomist
 @Teslaconomics
  @WholeMarsBlog
 

Some didn’t go too far, to Tesla’s newest market, Thailand."
Auto Helpers,@helpers_auto,2023-02-08T11:00:15.000Z,,,,"Should You Buy A Used Tesla While Prices Are Low?

More Info Here:
https://autohelpers.net/should-you-buy-a-used-tesla-while-prices-are-low/…

#tesla  #teslanews  #teslaupdate  #news  #tsla"
rob mitchell,@drumfreeks,2023-02-08T10:57:59.000Z,,,,Just got another 50  #Tsla
Auto Helpers,@helpers_auto,2023-02-08T10:54:41.000Z,,,,"Tesla Model Y To Save Police Department $80,000

More Info Here:
https://autohelpers.net/tesla-model-y-to-save-police-department-$80000/…

#tesla  #teslanews  #teslaupdate  #news  #tsla"
simpler the better.,@TribeP,2023-02-08T09:25:06.000Z,,,,기다리고 있었다규 #tsla #tesla 
Joe Hansen,@joehansenxx,2023-02-08T09:13:59.000Z,,,1,"Tesla pre-market #TSLA $TSLA
196.60$ -0.11%"
EWF Rafael,@EWFRafael,2023-02-08T09:11:20.000Z,,,,"Get your trading on point with the right mindset. Try our full service including Live Analysis session, Live Trading room ( #TradingSignals ) for 14 days for 9.99$ https://elliottwave-forecast.com/amember/go.php?r=32288&i=l3…
#Elliottwave #SPX #XAUUSD  #forexmarket #FXsignals #SPX #Bitcoin #Crypto #TSLA #MSFT #QQQ"
Ron Leckfor,@1LightwaveTech,2023-02-08T09:00:02.000Z,,,1,"#TSLA 
@ElonMuskNewsOrg
 @TeslaBest
 @elonmusk
 @Tesla
 @truth_tesla
 @teslaownersSV
 @teslaeconomist
 @Teslaconomics
  @WholeMarsBlog"
topstonks,@topstonks,2023-02-08T08:59:37.000Z,,,,"$TSLA working its way into the top 10 most mentioned on wallstreetbets over the last 24 hours

Via http://topstonks.com/stocks/TSLA?st_tsla…

#tsla    #wallstreetbets  #trading"
LamaTesla,@YahalomU,2023-02-08T08:48:50.000Z,,,1,"עוד 3 שבועות

  
@elonmusk
 #טסלה #TSLA
יום משקיעים, ה1 במרץ

""תוכנית העל (מאסטר פלאן) מספר 3,

הדרך לעתיד המבוסס לחלוטין על אנרגיות מתחדשות,

עבור העולם,

תוצג ב1 במרץ.

העתיד בהיר""

אני כבר לא יכול לחכות!!!"
topstonks,@topstonks,2023-02-08T08:39:32.000Z,,,,"$TSLA seeing an uptick in chatter on 4chan over the last 24 hours

Via http://topstonks.com/stocks/TSLA?st_tsla…

#tsla    #4chan  #stock"
Chew SW,@ChewsToysLegacy,2023-02-08T06:42:59.000Z,,,,Is #TSLA too high to get in now or even just buy a little bit more? I think I will just sit back and adopt a wait & see attitude
Henry,@HenryK_Xel,2023-02-08T06:42:31.000Z,1,,,"https://zdnet.co.kr/view/?no=20230206165153…
전기차가 힙한 아이템이었던 시대는 끝났다. #테슬라 의 이번 할인 행사는 마니아가 아니어도 가성비상 적절한 선택지라 볼 수 있게 가격을 조정하는 거라 봐야. 톰 주의 치밀한 전략이다.
#TSLA"
strengthPlan,@strengthPlan,2023-02-08T06:34:22.000Z,,,3,Nobody thought the NBA scoring record could be broken. No one thinks title as most valuable company can be broken #tsla
strengthPlan,@strengthPlan,2023-02-08T06:33:28.000Z,,3,5,It’s lebron’s record night. Tesla and Elon will also break records that people felt could never be broken such as most valuable company in the world #tsla
ElectricNews,@ElectricNews3,2023-02-08T06:31:11.000Z,1,5,7,The college student who tracks Elon Musk’s private jet https://businesblog.com/the-college-student-who-tracks-elon-musks-private-jet/… #ElonMusk #TSLA
Businesblog,@Businesblog5,2023-02-08T06:29:23.000Z,,6,6,Tesla’s Cybertruck delayed again https://businesblog.com/teslas-cybertruck-delayed-again/… #TSLA #Tesla
Leo Ma,@moka_bingsha,2023-02-08T06:15:55.000Z,,,,"This is an interesting observation - 
@ChatGPT
's research into Tesla's AI capabilities could provide valuable insights that the Wall Street analysts are missing. #AI #TSLA #WallStreet"
topstonks,@topstonks,2023-02-08T06:09:14.000Z,,,,"$TSLA one of the most mentioned on 4chan over the last 7 days

Via http://topstonks.com/stocks/TSLA?st_tsla…

#tsla    #4chan  #investors"
1KTSLA,@royLpinoy,2023-02-08T05:46:59.000Z,,,,Is Elon launching the Model B? (Beetle Car) #TSLA
がす ｜ テスラおじさん,@Gusfrin92486024,2023-02-08T04:25:56.000Z,,16,83,"イーロン･マスク｢地球の完全に持続可能なエネルギーの未来への道であるマスタープラン3を3月1日に発表する。
未来は明るい！｣
#TSLA"
topstonks,@topstonks,2023-02-08T04:08:54.000Z,,,,"$TSLA one of the most mentioned on 4chan over the last 7 days

Via http://topstonks.com/stocks/TSLA?st_tsla…

#tsla    #4chan  #stocks"
Kamal,@imsny2,2023-02-08T03:45:51.000Z,,,2,"The future is really bright 
#tsla 
@elonmusk"
Rhonda,@Teslasthefuture,2023-02-08T03:43:06.000Z,,,3,Looks like the Investor invites are starting to go out. Time to start obsessively refreshing my email inbox. #TSLA #TeslaInvestorDay #Tesla
Vizionary Trading,@VizionaryTrding,2023-02-08T03:42:49.000Z,1,,1,"Literally was .10 away from my PT . 

Noticed the reversal and got out. Another reason why I don’t trade after 11, that just looks like a headache to trade. 

February started off very shaky, will keep my lot size low.

$TSLA $AAPL $SPY 
#Finance #StockMarket 
#SPY #TSLA"
strengthPlan,@strengthPlan,2023-02-08T03:33:24.000Z,,1,4,Taking over the world is normally bad in movies but this one is the good kind of take over March 1 #tsla #elonmusk
topstonks,@topstonks,2023-02-08T02:48:49.000Z,,,,"$TSLA one of the most mentioned on wallstreetbets over the last 7 days

Via http://topstonks.com/stocks/TSLA?st_tsla…

#tsla    #wallstreetbets  #stock"
小Peng美股分析,@pengstockteller,2023-02-08T02:34:55.000Z,,,,"美股分析 SNAP TSLA UBER UNG 市场剧烈震荡尾盘拉高 鲍鸽嘴和稀泥数据为主 投机入场无惧突破跌穿 任意阵营都有明确参考 
https://buff.ly/3licEh8 
#SNAP #TSLA #UBER #UNG"
coding.s9,@coding_s9,2023-02-08T02:26:58.000Z,,,,#TSLA
HAPPY,@HappyJesse,2023-02-08T01:58:27.000Z,,,1,"The top car companies ranked by innovation:
1Tesla
2Toyota
3BMW
4Mercedes-Benz
5Ford
6Honda
7Volkswagen
8Audi
9General Motors
10 Nissan

 #innovation #cars #rankings

#chatgptdan 

#tsla"
MALAK SHELOMOH Trading,@KingYedidYahTRD,2023-02-08T01:43:33.000Z,,,,"TRADE SET UPS FOR NVDA AMD and  TSLA for WEDNESDAY 02-08-2023 https://youtu.be/sO4iYp-Qiy8 via 
@YouTube
 

#NVDA #AMD #TSLA"
DXM MER,@dxm_mer,2023-02-08T01:39:08.000Z,,,2,"Wow #Tesla #TSLA 
@elonmusk"
Sapphire Trades,@SapphireOptions,2023-02-08T01:38:32.000Z,1,1,7,"#ES_F 2/8 Trade Plan

Insane coast to coast day 

Above 4151 bulls are in control
targeting 4174/4193/4207/220 

Between 4151/128 choppy conditions 

Below 4128 targets 4108/4090/4072/52

#ES $ES $ES_F #SPY $SPY #SPX $SPX #NDX $NDX #AAPL $AAPL #TSLA"
Vidya,@Vidya41825789,2023-02-07T23:38:42.000Z,,,2,$TSLA #TSLA #EV $222 #200 moving avg
SIC Ideas,@SICideas,2023-02-07T23:38:38.000Z,1,,,$SPX 4150c 0dte 1.20-14.00! These suckers went to 26.00. Was pretty hard to not take gains after 14 lol. Absolute banger. #SPY #SPX #NDX #TSLA #smallaccount
"1,369,611",@WIcanfly,2023-02-07T23:18:33.000Z,,,1,"22년 유럽 전체 자동차 판매순위 (매연처 포함)
모델Y 13위 모델3 33위
23년에는 모델Y 전체 1등도 가능!
이래도 수요가 어떻다고?! 내연차회사들이 각잡고 만들면 뭐 어떻다고??!?
#tsla"
topstonks,@topstonks,2023-02-07T23:18:18.000Z,,,,"$TSLA seeing sustained chatter on 4chan over the last few days

Via http://topstonks.com/stocks/TSLA?st_tsla…

#tsla    #4chan  #investing"
Jeff Price,@Price_Georgia,2023-02-07T23:13:10.000Z,,,,"Congratulations Robin!

#TSLA"
AlexanderHamilstein,@SaneInWackyWrld,2023-02-07T23:04:06.000Z,,,,Let’s say this. Elon will put a man on Mars before $tsla does a billion dollars in revenue from its RoboTaxi service. #tsla #elon #pinocchio
Jake Wujastyk,@Jake__Wujastyk,2023-02-07T23:00:25.000Z,15,25,226,"$TSLA #TSLA Technically did not close above the top of the S/R flip zone at $197.40 for the bull trigger to the breakeven supply zone around $220.

But getting damn close."
Oracle Investments,@oracletim1,2023-02-07T23:00:24.000Z,,1,7,Today in Tesla!! Oracle LIVE!! #TSLA #TeslaStock #Tesla
strengthPlan,@strengthPlan,2023-02-07T22:15:36.000Z,8,9,72,"Tesla up everyday 11 of past 12 days, closing price:

2/6 $194 
2/3 $189 
2/2 $188 
2/1 $181 
1/31 $173 
1/30 $166 
1/27 $177 
1/26 $160 
1/25 $144 
1/24 $143 
1/23 $143 
1/20 $133 
...
1/3 $108

#tsla"
ロカボスタイル,@Lowcarb_Style,2023-02-07T22:12:07.000Z,,,,"減少傾向だったテスラの推定受注残台数が2023年1月に10万台超に再び増加 https://lowcarb.style/2023/02/08/tesla-order-backlog-rebound/…

受注残増加
↓
納期遅延
↓
値上げ…

#テスラ #受注残 #TSLA"
James Boyd,@JBoyd_TDA,2023-02-07T22:09:28.000Z,2,,1,"did you see the #TSLA, #amzn, #aapl examples last week? 

not a recommendation. we did deeper dives on those. could do #dis tomorrow e.g."
My Own Best Friend,@rdwnur,2023-02-07T21:57:21.000Z,,,1,"Even the slow days are fun  
@elonmusk
 @Tesla
 #TSLA"
lastadam,@lastadam,2023-02-07T21:55:35.000Z,,1,,Feb 10 #TSLA $TSLA
Pnoy,@PnoyTrading,2023-02-07T21:36:47.000Z,,,,"Wake up, trade, eat, and repeat 

#traderlife #daytrader #daytrading #stocks #stocktrading #tsla #spy"
omo ope,@opejogunosimi,2023-02-07T21:35:53.000Z,,,,#TSLA lmao
elegantní kurýr,@elegantnikuryr,2023-02-07T20:56:00.000Z,3,2,18,#tsla
Ron Leckfor,@1LightwaveTech,2023-02-07T20:54:03.000Z,,,,"#TSLA 
@ElonMuskNewsOrg
 @TeslaBest
 @elonmusk
 @Tesla
 @truth_tesla
 @teslaownersSV
 @teslaeconomist
 @Teslaconomics
  @WholeMarsBlog
 

Perhaps Hertz is working on making those purchases in 2023 with lower prices now."
Jacob Jones,@TraderJonesy,2023-02-07T20:53:44.000Z,,,,Loving this roller coaster today! $TSLA #TSLA $SPY #SPY
Twosmokesrule,@2smokesrule,2023-02-07T20:42:09.000Z,,,2,Going to $220 in short time #TSLA
量化交易,@foreseefu,2023-02-07T20:36:03.000Z,,,6,特斯拉1个月时间，从100到200，你被财经媒体忽悠割肉了吗？#TSLA
LamaTesla,@YahalomU,2023-02-07T20:34:38.000Z,,,,"בינתיים המנייה #tsla 

עדיין ירדה שליש משוויה בשנתיים.
גם אחרי ה 80%+ שעלתה מתחילת השנה.

הגיוני?
לחלוטין לא

גודל הפער בין תפיסת העתיד,
לבין המציאות בפועל בעתיד,
הוא גודל ההזדמנות"
Sapphire Trades,@SapphireOptions,2023-02-07T20:33:18.000Z,1,1,2,"4174 to 4100 back to 4170

$DXY holding up &  
$EURUSD not really buying this  

#ES_F Now 4170 

Does this rally have legs  or is 
this a head fake 

#ES $ES $ES_F #SPY $SPY #SPX $SPX #NDX $NDX #AAPL $AAPL #TSLA"
TESLA BULL,@BestTrader01,2023-02-07T20:28:57.000Z,1,1,15,$TSLA #TSLA = Small Darkpools
BarPot • Stock Forecasting & Removing the Noise,@BarPotTM,2023-02-07T19:26:02.000Z,,,," Stock Option Alert 
 
 We Detected a  Strong Price Trend Momentum on  $LYB
 $LYB 2023-03-17 - $100 CALL

 https://barpot.io/chat
 
 https://barpot.io/stock_tw/lyb.html… #LYB #TSLA #forexmarket #investingtips #stockmarketinvesting"
Jacob Jones,@TraderJonesy,2023-02-07T19:25:18.000Z,1,,,$TSLA #TSLA I will still be sticking with my plan even though his counts are valid. $200 has to get claimed before I play to $216 - $220. Until $200 gets claimed it’s not bullish for me whether he thinks so or not. 
LamaTesla,@YahalomU,2023-02-07T19:19:56.000Z,,,1,"#טסלה #TSLA #מודלY 

מלאי של מודל Y בארהב,
לאחר שעלה לקראת סוף השנה,
מעבר למאקרו ולריביות גבוהות,

לקוחות חיכו להטבת המס שידעו שאמורה להגיע בינואר.
ואז הממשלה לקחה זמן להחליט על תנאים עד מרץ, וסוף סוף החליטה בסופש מי זכאים ועד איזה מחיר.

""בעיית ביקושים"" צעקו אנליסטים!
לא נראה לי"
topstonks,@topstonks,2023-02-07T19:18:03.000Z,,,,"$TSLA seeing sustained chatter on wallstreetbets over the last few days

Via http://topstonks.com/stocks/TSLA?st_tsla…

#tsla    #wallstreetbets  #investing"
John Moisidis,@Moisidis99,2023-02-07T19:05:50.000Z,,,1,"Good Day on $TSLA Today, i should add more at the ORB But i didnt like the price action. Also i was planning price reverse to VWAP but break lower. 
#StockMarket #TSLA $TSLA"
CryptoTreeMap,@CryptoTreeMap,2023-02-07T19:00:03.000Z,,,,"http://CryptoTreeMap.com

Stock market:
$PALLAD +3.49% 
$LIN +3.21% 
$MSFT +2.22% 
$COP +2.01% 

$AMZN -3.34% 
$VZ -2.73% 

#PALLAD #LIN #MSFT #COP #AMZN #VZ #TSLA #APPL #stocks #trading #investing"
𝕀ℕ𝕍𝔼𝕊𝕋𝕆ℝ™,@teslanomics2023,2023-02-07T18:23:50.000Z,,,1,#TSLA
EWF Rafael,@EWFRafael,2023-02-07T18:16:02.000Z,,,1,"Learn the next trading opportunities of the market. Try our full service including Live Analysis session, Live Trading room ( #TradingSignals ) for 14 days for 9.99$ https://elliottwave-forecast.com/amember/go.php?r=32288&i=l3…
#Elliottwave #SPX #XAUUSD  #forexmarket #FXsignals #SPX #Bitcoin #Crypto #TSLA #MSFT #QQQ"
Jacob Jones,@TraderJonesy,2023-02-07T18:15:16.000Z,,,1,J Powell allowing us day-traders to print today! Getting entry’s and exits with re entry’s! Gotta love the volatility! $TSLA #TSLA 
Rocket Stock Screener,@RocketScreener,2023-02-07T18:15:04.000Z,,,1,"Michael Burry vs Jim Cramer
@michaeljburry
 vs 
@jimcramer
 

Who do you think will be right? 
@elonmusk
 

@CramerTracker
 #tsla #BBBY #AMC"
Jacob Jones,@TraderJonesy,2023-02-07T18:13:57.000Z,,,1,I can’t keep up with trading and sending tweets out lmao! Okay the zone $191 - $198 $TSLA #TSLA Short at resistance and cut with breakout and go long at support cutting with breakdown! Easy money!
BarPot • Stock Forecasting & Removing the Noise,@BarPotTM,2023-02-07T18:13:18.000Z,,,," Stock Option Alert 
 
 We Detected a  Strong Price Trend Momentum on  $SNY
 $SNY 2023-03-17 - $45 CALL

 https://barpot.io/chat
 
 https://barpot.io/stock_tw/sny.html… #SNY #nyse #TSLA"
Jacob Jones,@TraderJonesy,2023-02-07T18:12:36.000Z,1,,,Re entered shorts for $TSLA #TSLA  average is $197 again lol playing the zone!! Take profit would be $190 but i’d like to see $190 snap to move on that next leg down.
strengthPlan,@strengthPlan,2023-02-07T17:50:21.000Z,4,1,22,Heck Tesla could be $1500 this year lol nothing is impossible. March 1 Tesla announces $30k car preorders start end of the year lol all possibilities are on table. $1500 is a a done deal eventually just pick a year #tsla
Wojciech Mazurkiewicz,@otoWojciech,2023-02-07T17:46:56.000Z,1,1,3,"#TSLA 
@tesla
 i jej kasiora na pracownika ( zysk & przychód )"
Ran,@FeberPitch,2023-02-07T17:46:33.000Z,,,,"FSD will take over the world.
#TSLA #FSDBeta #Tesla #TeslaVision"
strengthPlan,@strengthPlan,2023-02-07T17:39:24.000Z,,,1,If you invest in Tesla stock you don't worry about market conditions. Tesla can handle its own through good and bad times. Strong stocks weather all conditions #tsla
strengthPlan,@strengthPlan,2023-02-07T17:37:55.000Z,5,25,137,"Ron Baron: ""Tesla is the safest car of all time. A man commits suicide and drives his family off a cliff. They were unscathed. Don't commit suicide in a Tesla. Drive a Bentley off a cliff"" lol this man is savage #tsla"
strengthPlan,@strengthPlan,2023-02-07T17:32:42.000Z,2,2,30,It's worth holding Tesla stock 7 years for a 7-10x gain than holding any other big tech with 2-3x gain if lucky in 10 years #tsla
Jatslo,@Jatslo,2023-02-07T17:31:44.000Z,1,,2,I've traded it enough times to consider it an investment of time and money.  #GMBL is more advanced than trading #TSLA by comparison.
strengthPlan,@strengthPlan,2023-02-07T17:19:51.000Z,5,3,34,Everyone who went all in tesla stock turned out to be geniuses not one of them regretted their decision. The only regret is not going all in tesla stock #TSLA
TESLA BULL,@BestTrader01,2023-02-07T17:12:42.000Z,9,7,53,"Ron Baron, who runs one of the best-performing funds, says Tesla could hit $1,500 a share by 2030

$TSLA #TSLA"
TESLA BULL,@BestTrader01,2023-02-07T17:11:13.000Z,,1,10,"$TSLA #TSLA 

Somerset Police Department expects Tesla Model Y cruiser to save them nearly $84,000 over 10 years"
Ron Leckfor,@1LightwaveTech,2023-02-07T16:30:21.000Z,,,,"#TSLA 
@ElonMuskNewsOrg
 @TeslaBest
 @elonmusk
 @Tesla
 @truth_tesla
 @teslaownersSV
 @teslaeconomist
 @Teslaconomics
  @WholeMarsBlog
 

Green Light, the short sighted are done cashing out for the day, time bc to buy and take this stock to $210 or higher and blow away the resistance!"
future Man,@normalboy111,2023-02-07T16:18:44.000Z,1,1,,"تسلا ممتاز للكول الان
نقول بسم الله 

سترايك ٢١٠ 
هذا الاسبوع ينتهي
سعر ١.٤

#الاسهم الامريكية #تداول العقود
#tsla #options"
Ron Leckfor,@1LightwaveTech,2023-02-07T16:13:48.000Z,1,,,"#TSLA 
@ElonMuskNewsOrg
 @TeslaBest
 @elonmusk
 @Tesla
 @truth_tesla
 @teslaownersSV
 @teslaeconomist
 @Teslaconomics
  @WholeMarsBlog
 

Billionaire investor Ron Baron explains why he is bullish on Tesla"
Jason H | Trader & Athlete,@MakeGains90,2023-02-07T16:04:41.000Z,,,,The single best indicator IMO for this market is the MACD. If we see a bearish convergence on the 30 min chart I know we may have rough waters ahead. Still take good setups but will take quicker profits. Stops at breakeven. #trading #macd #tsla #stocks
Deluxanator,@Deluxanator,2023-02-07T16:00:34.000Z,,,,Bought to close for about 1k profits - chipping away! #TSLA let's see if Powell gives another entry this afternoon
BarPot • Stock Forecasting & Removing the Noise,@BarPotTM,2023-02-07T15:56:44.000Z,,1,," Stock Momentum Trend 
  Ticker: $DUK
  Price: $99.71.
 
 https://barpot.io/chat
 
 https://barpot.io/stock_tw/duk.html… #DUK #amcstock #TSLA"
Ominsey,@Ominsey,2023-02-07T15:56:11.000Z,,,,#TSLA
DARTH TRADER,@real_darth_trdr,2023-02-07T15:50:32.000Z,,1,,"i am thinking market will move higher on Fed Chairs remarks today (may be initial reaction to the downside) but looks like Fed Chair will restrain from being hawkish today
#Fed #JPOW #AAPL #TSLA $SPY $SPX #trading #trade #StockMarket #stocks"
TESLA BULL,@BestTrader01,2023-02-07T15:19:50.000Z,1,3,24,Great News! and $TSLA #TSLA is RED!
strengthPlan,@strengthPlan,2023-02-07T15:18:07.000Z,2,5,22,"Stock market is not a timing game, it is a patience game. Whoever has the most patience wins #tsla"
Jacob Jones,@TraderJonesy,2023-02-07T15:18:00.000Z,,,1,$TSLA #TSLA  Took profit on my 50 shares short. Looking for intraday bounce back up to resistance. I’ll re enter shorts if $190 snaps. Till then it’s support.
strengthPlan,@strengthPlan,2023-02-07T15:16:40.000Z,4,4,25,Real question if people can wait 3-7 years for Tesla stock to 7-8x at the minimum maybe even 10x or more. Do you have the patience to buy now and do nothing for the next few years? #tsla
TESLA BULL,@BestTrader01,2023-02-07T15:14:54.000Z,1,1,11,"$TSLA #TSLA = Every other Tech Stock is GREEN Except TESLA!

Well I am NOT SELLING!"
Mrunal Bhogayata,@MrunalB24,2023-02-07T15:13:37.000Z,,,,#TSLA
Rocket Profits Moon,@RocketProfitsAF,2023-02-07T15:09:20.000Z,,,,$TSLA is a trap house. We get new promoters promoting our calls. Be surprised what some would pay for expired worthless. It’s a good payer. Reminds me of ol $RIVN promo payouts #StockMarket #stocks $SPY #stonks #tsla #Daytrader #daytrading #OptionsTrading My vids r free tho 
A.I.Gen,@A_I_Gen,2023-02-07T15:02:55.000Z,1,,,"Berkshire Hathaway's Ted Weschler turned a $70,000 retirement account into $264 million with a simple strategy. https://benzinga.com/news/large-cap/23/02/30740695/how-warren-buffetts-fund-manager-turned-70k-into-264m-in-a-perfect-world-nobody-would-know-about-t?fbclid=IwAR0SRX2nYW3DE7msE8RsC_tFHi4mAJCTcmMZEISzCLCpKBbMvm28tYmNJiw&mibextid=Zxz2cZ…

#warrenbuffet
 #Memes  #BBBY #GME #AMC #BNYD #BIG #COIN #CVNA #SI #MARA #TSLA #AMZN #Google"
Top Investment_US,@TopInvestmentUS,2023-02-07T14:17:51.000Z,,,,"#TSLA Combined with various technical indicators, the bulls are stronger today, and the following are operational suggestions

Bias:Bullish 
Entry:194.7
Target:199-202
Stop loss:192.8"
